"Employment Type","Job Functions","Industry","Company Location","position","Company Name","Seniority Level"
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Praca","Cuntrum Nauki i Biznesu Zak","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Szwaczka","Powiatowy Urząd Pracy Łodzi ul. Milionowa","Entry level",
"Part-time","Education Training","Marketing & Advertising E-learning Education Management","Łódź, PL","Academic Tutor","*Research","Entry level",
"Part-time","Education Training","Marketing & Advertising E-learning Education Management","Łódź, PL","Academic Tutor","*Research","Entry level",
"Full-time","Other","Marketing & Advertising E-learning Education Management","Łódź, PL","ETYKIETOWANIE","HR SYSTEM","Entry level",
"Full-time","Other","Restaurants Food & Beverages Hospital & Health Care","Łódź, PL","Obsługa","lento.pl","Entry level",
"Full-time","Business Development Sales","Information Technology & Services Computer Software Financial Services","Łódź, PL","Transformation Consultant","Conduent, Inc","Associate",
"Full-time","Business Development Sales","Information Technology & Services Computer Software Financial Services","Łódź, PL","Transformation Consultant","Conduent, Inc","Associate",
"Full-time","Other","Information Technology & Services Computer Software Financial Services","Pabianice, PL","Prasowacz/ka","Olesiński & Wspólnicy","Associate",
"Full-time","Management Manufacturing","Information Technology & Services Computer Software Financial Services","Łódź, PL","PAKOWACZ","Łucznik - Lockpol Sp. z o. o.","Entry level",
"Full-time","Other","Information Technology & Services Computer Software Financial Services","Łódź, PL","ekipa mobilna","HR for Business","Entry level",
"Full-time","Management Manufacturing","Consumer Goods Human Resources Accounting","Łódź, PL","Process Officer","Adaptive Solutions & Advisory Group","Entry level",
"Full-time","Management Manufacturing","Consumer Goods Human Resources Accounting","Łódź, PL","Process Officer","Adaptive Solutions & Advisory Group","Entry level",
"Full-time","Sales Business Development","Consumer Goods Human Resources Accounting","Łódź, PL","MAGAZYNIER-KIEROWCA","Rena-Pol Sp. z o.o. sp.k.","Entry level",
"Full-time","Sales Business Development","Consumer Goods Human Resources Accounting","Łódź, PL","MAGAZYNIER-KIEROWCA","Rena-Pol Sp. z o.o. sp.k.","Entry level",
"Full-time","Management Manufacturing","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","VIENNA HOUSE ANDEL’S ŁÓDŹ: Bellboy","VIENNA HOUSE ANDEL’S ŁÓDŹ","Entry level",
"Full-time","Management Manufacturing","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","VIENNA HOUSE ANDEL’S ŁÓDŹ: Bellboy","VIENNA HOUSE ANDEL’S ŁÓDŹ","Entry level",
"Full-time","Other","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","Hafciarka","Powiatowy Urząd Pracy Łodzi ul. Milionowa","Entry level",
"Full-time","Other","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","Hafciarka","Powiatowy Urząd Pracy Łodzi ul. Milionowa","Entry level",
"Full-time","Management Manufacturing","Logistics & Supply Chain Staffing & Recruiting Human Resources","Łódź, PL","Elektryk poszukiwany!","Ahead Professionals","Entry level",
"Full-time","Other","Logistics & Supply Chain Staffing & Recruiting Human Resources","Łódź, PL","Zatrudnimy anieterów","Blue Strategy Sp. z o.o.","Entry level",
"Full-time","Other","Logistics & Supply Chain Staffing & Recruiting Human Resources","Łódź, PL","Zatrudnimy anieterów","Blue Strategy Sp. z o.o.","Entry level",
"Full-time","Management Manufacturing","Logistics & Supply Chain Staffing & Recruiting Human Resources","Łódź, PL","Hydraulik","P.P.U.H.KEKBUD KAZIMIERZ KUBIAK Łódź-Wschód","Entry level",
"Full-time","Management Manufacturing","Logistics & Supply Chain Staffing & Recruiting Human Resources","Łódź, PL","Demand Planner","The Marketing Job","Associate",
"Full-time","Other","Information Technology & Services Management Consulting Outsourcing/Offshoring","Łódź, PL","Szwaczka / Lider zmiany","TARGETplus","Associate",
"Full-time","Other","Information Technology & Services Management Consulting Outsourcing/Offshoring","Łódź, PL","montazysci","woodstyl","Associate",
"Full-time","Other","Information Technology & Services Management Consulting Outsourcing/Offshoring","Aleksandrów Łódzki, PL","prasowacz","Powiatowy Urząd Pracy","Associate",
"Full-time","Customer Service Information Technology","Staffing & Recruiting Consumer Goods Financial Services","Łódź, PL","Business Support Assistant","Hays Response","Entry level",
"Full-time","Other","Staffing & Recruiting Consumer Goods Financial Services","Łódź, PL","Koordynator pracowników tymczasowych","Personnel Service S.A.","Associate",
"Full-time","Business Development Sales","Staffing & Recruiting Consumer Goods Financial Services","Pabianice, PL","Referent","SPOŁEM Powszechna Spółdzielnia Spożywców w Pabianicach","Entry level",
"Full-time","Other","Staffing & Recruiting Consumer Goods Financial Services","Konstantynów Łódzki, PL","SZWACZ","Centralna Baza Ofert Pracy","Entry level",
"Full-time","Engineering","Staffing & Recruiting","Łódź, PL","Koordynator Utrzymania Dróg","NES Global Talent","Associate",
"Full-time","Engineering","Staffing & Recruiting","Łódź, PL","Koordynator Utrzymania Dróg","NES Global Talent","Associate",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","PTE poszukuje trenera do poprowadzenia kursu Kadry i płace","Polskie Towarzystwo Ekonomiczne Oddział w Łodzi","Associate",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","Zatrudnimy kelnerkę","Kaminari Sushi","Associate",
"Full-time","Management Manufacturing","Staffing & Recruiting","Łódź, PL","Pokojówka","Powiatowy Urząd Pracy Łodzi ul. Milionowa","Entry level",
"Full-time","Management Manufacturing","Staffing & Recruiting","Łódź, PL","Pokojówka","Powiatowy Urząd Pracy Łodzi ul. Milionowa","Entry level",
"Internship","Information Technology","Staffing & Recruiting","Łódź, PL","Project Support Intern in Purchase to Pay Philips Polska Sp. z o.o.","Strona www Philips Polska Sp. z o.o.","Internship",
"Internship","Information Technology","Staffing & Recruiting","Łódź, PL","Project Support Intern in Purchase to Pay Philips Polska Sp. z o.o.","Strona www Philips Polska Sp. z o.o.","Internship",
"Full-time","Management Manufacturing","Staffing & Recruiting","Łódź, PL","CIEŚLA","LimnusWork Sp. z o.o. Sp. k.","Entry level",
"Full-time","Engineering Information Technology","Staffing & Recruiting","Łódź, PL","Product Owner Comarch Comarch","Strona www Comarch","Director",
"Full-time","Engineering Information Technology","Staffing & Recruiting","Łódź, PL","Product Owner Comarch Comarch","Strona www Comarch","Director",
"Part-time","Design Art/Creative Information Technology","Higher Education Computer Software Education Management","Łódź, PL","Audio tagging and segmentation","e2f Inc.","Entry level",
"Part-time","Design Art/Creative Information Technology","Higher Education Computer Software Education Management","Łódź, PL","Audio tagging and segmentation","e2f Inc.","Entry level",
"Full-time","Other","Public Relations & Communications Industrial Automation Machinery","Konstantynów Łódzki, PL","ZATRUDNIĘ","Auto Centrum","Entry level",
"Full-time","Other","Public Relations & Communications Industrial Automation Machinery","Konstantynów Łódzki, PL","ZATRUDNIĘ","Auto Centrum","Entry level",
"Full-time","Other","Restaurants Food & Beverages Hospital & Health Care","Łódź, PL","Prasowaczka","lento.pl","Entry level",
"Full-time","Other","Restaurants Food & Beverages Hospital & Health Care","Łódź, PL","Prasowaczka","lento.pl","Entry level",
"Full-time","Other","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","VIENNA HOUSE ANDEL’S ŁÓDŹ: Nocny Audytor (K/M)","VIENNA HOUSE ANDEL’S ŁÓDŹ","Entry level",
"Full-time","Business Development Sales","Information Technology & Services Staffing & Recruiting Financial Services","Łódź, PL","Business Analyst","delv global","Associate",
"Internship","Education Training","Information Technology & Services Staffing & Recruiting Financial Services","Łódź, PL","Student narodowości chińskiej","Janusz","Internship",
"Part-time","Information Technology","Marketing & Advertising E-learning Education Management","Łódź, PL","English translator, writer","*Research","Entry level",
"Contract","Business Development Sales","Financial Services","Łódź, PL","Junior Specialist in Capital Markets","Nordea Bank Abp SA Oddział w Polsce","Entry level",
"Full-time","Information Technology","Financial Services","Łódź, PL","Business Analyst","Nordea Bank Abp SA Oddział w Polsce","Associate",
"Full-time","Other","Financial Services","Łódź, PL","Kolporteży ulotek poszukiwani","roznoszenie-ulotek.com","Associate",
"Full-time","Other","Financial Services","Zgierz, PL","Elektroinstalator","ELTIC PHU E.T Iwaniuk","Associate",
"Full-time","Education Training","Financial Services","Łódź, PL","stażysta Psychomedic","Strona www Psychomedic","Internship",
"Full-time","Education Training","Financial Services","Łódź, PL","stażysta Psychomedic","Strona www Psychomedic","Internship",
"Full-time","Other","Financial Services","Łódź, PL","Kierowcę do pizzerii Pilnie!!!","Verona","Internship",
"Full-time","Other","Electrical & Electronic Manufacturing Staffing & Recruiting Transportation/Trucking/Railroad","Łódź, PL","ZBROJARZ","LIMNUSWORK Sp. z o.o.","Internship",
"Full-time","Other","Electrical & Electronic Manufacturing Staffing & Recruiting Transportation/Trucking/Railroad","Łódź, PL","ZBROJARZ","LIMNUSWORK Sp. z o.o.","Internship",
"Part-time","Marketing Public Relations Writing/Editing","Marketing & Advertising E-learning Education Management","Łódź, PL","English Content Copywriter","*Research","Entry level",
"Full-time","Other","Marketing & Advertising E-learning Education Management","Łódź, PL","Chętnych o pisania teksów stand-up - ZDALNA PRACA","Szymon","Entry level",
"Full-time","Other","Marketing & Advertising E-learning Education Management","Łódź, PL","Chętnych o pisania teksów stand-up - ZDALNA PRACA","Szymon","Entry level",
"Full-time","Health Care Provider","Marketing & Advertising E-learning Education Management","Pabianice, PL","Lekarz Okulista","Scanmed S.A. Group","Associate",
"Full-time","Health Care Provider","Marketing & Advertising E-learning Education Management","Pabianice, PL","Lekarz Okulista","Scanmed S.A. Group","Associate",
"Part-time","Marketing Public Relations Writing/Editing","Marketing & Advertising E-learning Education Management","Łódź, PL","Creative Editor, Proofreader","*Research","Associate",
"Full-time","Engineering Information Technology","Electrical & Electronic Manufacturing Food & Beverages Food Production","Łódź, PL","Programista mikrokontrolerów","Coberon","Entry level",
"Full-time","Management Manufacturing","Electrical & Electronic Manufacturing Food & Beverages Food Production","Łódź, PL","Sprzątaczka",""LASER" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Rejestratorkę Medyczną","MCM Polesie","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Zatrudnię fryzjerke","Anna Malinowska","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Zatrudnię fryzjerke","Anna Malinowska","Entry level",
"Full-time","Administrative","Publishing Mental Health Care Health, Wellness & Fitness","Andrespol, PL","praca biurowa","Małgorzata","Entry level",
"Full-time","Administrative","Publishing Mental Health Care Health, Wellness & Fitness","Andrespol, PL","praca biurowa","Małgorzata","Entry level",
"Full-time","Management Manufacturing","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Hydraulik","P.P.U.H.KEKBUD KAZIMIERZ KUBIAK","Entry level",
"Full-time","Health Care Provider","Publishing Mental Health Care Health, Wellness & Fitness","Pabianice, PL","Lekarz Gastrolog","Scanmed S.A. Group","Associate",
"Full-time","Quality Assurance","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Software Tester (FSM) Comarch Comarch","Strona www Comarch","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Rzgów, PL","Czynności magazynowe","TARGETPLUS SP. Z O.O.","Entry level",
"Internship","Education Training","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Procurement Intern Philips Polska Sp. z o.o.","Strona www Philips Polska Sp. z o.o.","Internship",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Operator żurawia wieżowego I kat","Zakład Techniczno-Budowlany POLBAU Sp.z o.o.","Entry level",
"Full-time","Management Manufacturing","Publishing Mental Health Care Health, Wellness & Fitness","Rzgów, PL","Pakowacz","SERHIY MALYSH","Entry level",
"Part-time","Administrative","Marketing & Advertising Insurance Financial Services","Łódź, PL","Part Time Data Entry - Work at Home","USASJB Remote","Entry level",
"Part-time","Administrative","Marketing & Advertising Insurance Financial Services","Łódź, PL","Part Time Data Entry - Work at Home","USASJB Remote","Entry level",
"Full-time","Information Technology","Staffing & Recruiting","Łódź, PL","Quality Engineer","Power Media","Entry level",
"Full-time","Information Technology","Staffing & Recruiting","Łódź, PL","Quality Engineer","Power Media","Entry level",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","Front-End developera","Kropki Kreski Studio","Entry level",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","Front-End developera","Kropki Kreski Studio","Entry level",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","Zatrudnimy szwaczki","LennyLamb","Entry level",
"Full-time","Other","Staffing & Recruiting","Łódź, PL","Zatrudnimy szwaczki","LennyLamb","Entry level",
"Full-time","Management Manufacturing","Food & Beverages Food Production Retail","Łódź, PL","Boulanger","Supermarché IGA Lipari inc.","Entry level",
"Full-time","Other","Food & Beverages Food Production Retail","Łódź, PL","Koordynator pracowników tymczasowych","Urban Recruitment","Associate",
"Full-time","Other","Food & Beverages Food Production Retail","Łódź, PL","Koordynator pracowników tymczasowych","Urban Recruitment","Associate",
"Internship","Purchasing Supply Chain","Food & Beverages Food Production Retail","Łódź, PL","Purchase to Pay Internship Signify","Strona www Signify","Internship",
"Internship","Purchasing Supply Chain","Food & Beverages Food Production Retail","Łódź, PL","Purchase to Pay Internship Signify","Strona www Signify","Internship",
"Full-time","Sales Business Development","Transportation/Trucking/Railroad","Łódź, PL","Magazynier","PEKAES Sp. z o.o.","Entry level",
"Full-time","Sales Business Development","Transportation/Trucking/Railroad","Łódź, PL","Magazynier","PEKAES Sp. z o.o.","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Aleksandrów Łódzki, PL","Pizzaiola","HR Wild","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Aleksandrów Łódzki, PL","Pizzaiola","HR Wild","Entry level",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Pabianice, PL","Pakowaczka/Pakowacz","MEGAWORKER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Entry level",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Aleksandrów Łódzki, PL","Pakowaczka/Pakowacz","MEGAWORKER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Entry level",
"Internship","Education Training","Transportation/Trucking/Railroad","Łódź, PL","HR Intern with English Philips Polska Sp. z o.o.","Strona www Philips Polska Sp. z o.o.","Internship",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","firma reklamowa","LINART","Internship",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","firma reklamowa","LINART","Internship",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","firma reklamowa","LINART","Internship",
"Full-time","Sales Business Development","Transportation/Trucking/Railroad","Łódź, PL","Magazynier 115 views","Level Work","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","Koordynator Kontraktu","FB Serwis","Associate",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","Koordynator Kontraktu","FB Serwis","Associate",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","Koordynator Kontraktu","FB Serwis","Associate",
"Full-time","Project Management Information Technology","Transportation/Trucking/Railroad","Łódź, PL","Kierownik projektu ds. instalacji elektrycznych","SEL ENERGY SP. Z O. O.","Associate",
"Full-time","Project Management Information Technology","Transportation/Trucking/Railroad","Łódź, PL","Kierownik projektu ds. instalacji elektrycznych","SEL ENERGY SP. Z O. O.","Associate",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Łódź, PL","Cieśla","Zakład Techniczno-Budowlany POLBAU Sp.z o.o.","Entry level",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Łódź, PL","Cieśla","Zakład Techniczno-Budowlany POLBAU Sp.z o.o.","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Koluszki, PL","Praca w Marketingu Sieciawym","Krzysztof Olczyk","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Koluszki, PL","Praca w Marketingu Sieciawym","Krzysztof Olczyk","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","Poszukuje brukarzy","Mbruk","Entry level",
"Full-time","Other","Transportation/Trucking/Railroad","Łódź, PL","Poszukuje brukarzy","Mbruk","Entry level",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Łódź, PL","KUCHARZ","Stacja Nowa Gdynia","Entry level",
"Full-time","Management Manufacturing","Transportation/Trucking/Railroad","Łódź, PL","KUCHARZ","Stacja Nowa Gdynia","Entry level",
"Full-time","Engineering Information Technology","Construction Civil Engineering Insurance","Łódź, PL","Site Engineer","TAKENAKA","Entry level",
"Full-time","Engineering Information Technology","Construction Civil Engineering Insurance","Łódź, PL","Site Engineer","TAKENAKA","Entry level",
"Full-time","Product Management Marketing","Construction Civil Engineering Insurance","Pabianice, PL","JUNIOR PRODUCT MANAGER","Aflofarm Farmacja Polska Sp. z o.o","Entry level",
"Full-time","Product Management Marketing","Construction Civil Engineering Insurance","Pabianice, PL","JUNIOR PRODUCT MANAGER","Aflofarm Farmacja Polska Sp. z o.o","Entry level",
"Full-time","Business Development Sales","Construction Civil Engineering Insurance","Zgierz, PL","Referent stażysta","Powiatowy Urząd Pracy Zgierzu","Entry level",
"Full-time","Business Development Sales","Construction Civil Engineering Insurance","Zgierz, PL","Referent stażysta","Powiatowy Urząd Pracy Zgierzu","Entry level",
"Full-time","Other","Construction Civil Engineering Insurance","Łódź, PL","HANDOWIEC","“SATEC” Spółka Jawna","Entry level",
"Full-time","Health Care Provider","Construction Civil Engineering Insurance","Łódź, PL","Kosmetyczka",""STUDIO URODY" JOANNA ZARĘBSKA","Entry level",
"Full-time","Other","Construction Civil Engineering Insurance","Łódź, PL","Kompletacja zamówień Teofilów od zaraz","Fenix Poland","Entry level",
"Full-time","Business Development","Education Management","Łódź, PL","Dyrektor ds. Kształcenia","Centrum Nauki i Biznesu "ŻAK" Sp. z o.o.","Director",
"Full-time","Education Training","Education Management","Łódź, PL","Wykładowca/Instruktor I Pomocy","Doctus Sp. Z O. O.","Entry level",
"Full-time","Other","Education Management","Aleksandrów Łódzki, PL","Proste chałupnictwo od zaraz","Kramik","Entry level",
"Full-time","Sales Business Development","Food Production","Łódź, PL","Magazynier","SuperDrob S.A.","Entry level",
"Full-time","Sales","Wholesale","Łódź, PL","Referent ds. Reklamacji","MONNARI TRADE S.A.","Entry level",
"Full-time","Sales","Wholesale","Łódź, PL","Referent ds. Reklamacji","MONNARI TRADE S.A.","Entry level",
"Full-time","Business Development Sales","Wholesale","Łódź, PL","referent","BIP Kancelarii Prezesa Rady Ministrów - Służba Cywilna","Entry level",
"Full-time","Business Development Sales","Wholesale","Łódź, PL","referent","BIP Kancelarii Prezesa Rady Ministrów - Służba Cywilna","Entry level",
"Full-time","Other","Wholesale","Brzeziny, PL","zatrudnię pielegniarki","NZOZ BETA-MED","Entry level",
"Full-time","Other","Wholesale","Brzeziny, PL","zatrudnię pielegniarki","NZOZ BETA-MED","Entry level",
"Full-time","Other","Wholesale","Łódź, PL","Potrzebujesz nowej pracy? Zgłoś się do nas i zostań Operatorem Wózka Widłowego w Łodzi!","KS SERVICE","Entry level",
"Full-time","Other","Wholesale","Łódź, PL","Zatrudnie szwaczki-krawcowe","Pracownia Krawiecka","Entry level",
"Full-time","Other","Wholesale","Łódź, PL","Zatrudnie szwaczki-krawcowe","Pracownia Krawiecka","Entry level",
"Full-time","Management Manufacturing","Wholesale","Łódź, PL","KURIER - PRZEDSTAWICIEL","TeleGo Sp. z o.o.","Entry level",
"Full-time","Management Manufacturing","Wholesale","Łódź, PL","KURIER - PRZEDSTAWICIEL","TeleGo Sp. z o.o.","Entry level",
"Full-time","Other","Wholesale","Zgierz, PL","kierowce C+E","JED","Entry level",
"Full-time","Other","Wholesale","Łódź, PL","Doradcy ds. sprzedaży samochodów nowych","Motiva HR","Entry level",
"Full-time","Management Manufacturing","Wholesale","Łódź, PL","Elektryk / Elektromonter / Elektronik","Socco Stuttgart GmbH","Entry level",
"Full-time","Management Manufacturing","Wholesale","Łódź, PL","Elektryk / Elektromonter / Elektronik","Socco Stuttgart GmbH","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","stomatologa","MCM Polesie","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Szczepienia","MCM Polesie","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","KIEROWCĘ C+E ZATRUDNIĘ","AGRO","Entry level",
"Full-time","Other","Publishing Mental Health Care Health, Wellness & Fitness","Łódź, PL","Nabór na stanowisko specjalisty ds. umów i zamówień publicznych","Grupowa Oczyszczalnia Ścieków w Łodzi","Entry level",
"Full-time","Other","Staffing & Recruiting Human Resources Outsourcing/Offshoring","Łódź, PL","Osobę do prowadzenia biura","marcin","Entry level",
"Full-time","Other","Staffing & Recruiting Human Resources Outsourcing/Offshoring","Łódź, PL","Koordynator Ekipy Sprzątającej","Specjalistyczny Zakład Opieki Zdrowotnej FEL-MED Sp.z.o.o","Associate",
"Full-time","Other","Staffing & Recruiting Human Resources Outsourcing/Offshoring","Łódź, PL","Murarz","Magma","Entry level",
"Full-time","Other","Staffing & Recruiting Human Resources Outsourcing/Offshoring","Łódź, PL","Murarz","Zakład Techniczno-Budowlany POLBAU Sp.z o.o.","Entry level",
"Full-time","Human Resources","Food & Beverages","Łódź, PL","Compensation & Benefits Analyst","McCormick Shared Services","Associate",
"Full-time","Other","Food & Beverages","Łódź, PL","zatrudnię","ARJAN spółka z ograniczona odpowiedzialnościa s.k.","Associate",
"Full-time","Other","Food & Beverages","Łódź, PL","praca na wakacje Randstad Polska Sp. z o.o.","Strona www Randstad Polska Sp. z o.o.","Associate",
"Full-time","Other","Food & Beverages","Łódź, PL","praca na wakacje Randstad Polska Sp. z o.o.","Strona www Randstad Polska Sp. z o.o.","Associate",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Brzeziny, PL","Praca w ochronie","Ochrona","Associate",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Brzeziny, PL","Praca w ochronie","Ochrona","Associate",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Murarzy zatrudnię","Joan-Bud","Associate",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Murarzy zatrudnię","Joan-Bud","Associate",
"Full-time","Sales Business Development","Research Human Resources Transportation/Trucking/Railroad","Zgierz, PL","Magazynier","FILTER SERVICE sp. zoo","Entry level",
"Full-time","Sales Business Development","Research Human Resources Transportation/Trucking/Railroad","Rzgów, PL","Magazynier","Łódź-Wschód","Entry level",
"Full-time","Sales Business Development","Research Human Resources Transportation/Trucking/Railroad","Rzgów, PL","Magazynier","Łódź-Wschód","Entry level",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Inspektora","Łódzki Ośrodek Geodezji","Entry level",
"Full-time","Other","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Inspektora","Łódzki Ośrodek Geodezji","Entry level",
"Full-time","Management Manufacturing","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","ELEKTROMONTER","Centralna Baza Ofert Pracy","Entry level",
"Full-time","Sales Business Development","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Przedstawiciel Ubezpieczeniowy Premium","Nationale-Nederlanden","Entry level",
"Full-time","Accounting/Auditing Finance","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Księgowa","HSS Work Sp. z o.o.","Associate",
"Full-time","Accounting/Auditing Finance","Research Human Resources Transportation/Trucking/Railroad","Łódź, PL","Księgowa","HSS Work Sp. z o.o.","Associate",
"Full-time","Other","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","VIENNA HOUSE ANDEL’S ŁÓDŹ: Kelner - Doradca W Zakresie Win (K/M)","VIENNA HOUSE ANDEL’S ŁÓDŹ","Associate",
"Full-time","Other","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","VIENNA HOUSE ANDEL’S ŁÓDŹ: Kelner - Doradca W Zakresie Win (K/M)","VIENNA HOUSE ANDEL’S ŁÓDŹ","Associate",
"Full-time","Education Training","Real Estate Leisure, Travel & Tourism Hospitality","Łódź, PL","Buroangestellte r","German Polish Job Center","Entry level",
