job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Software Consulting, Software Development / Engineering",1k–5k people,Private,None,None,"Helsinki,Finland","['c#', '.net', 'sql', 'angular', 'rest']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Agile Software Development, Banking, Financial Technology",501–1k people,Private,None,None,"Amsterdam,Netherlands","['ios', 'objective-c', 'swift', 'mobile', 'mvvm']"
Full-time,"Senior, Lead",Backend Developer,"Developer APIs, Hospitality, SaaS",11–50 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,Database Administrator,None,None,None,None,None,"NewYork,NY","['oracle', 'unix']"
Full-time,"Mid-Level, Senior",Frontend Developer,Software Development,51–200 people,Private,None,Remote,Noofficelocation,"['javascript', 'vue.js', 'reactjs', 'angular']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['java', 'objective-c', 'android']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'node.js', 'android']"
Full-time,"Mid-Level, Senior",Backend Developer,"eCommerce, Retail",501–1k people,Public,None,None,"Madrid,Spain","['java', 'scala', 'groovy', 'amazon-web-services']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Bengaluru,India","['javascript', 'reactjs', 'jquery']"
Full-time,"Mid-Level, Senior",QA/Test Developer,Retail,51–200 people,None,None,None,"Wien,Österreich","['manual-testing', 'automated-tests', 'sql']"
Full-time,"Junior, Mid-Level, Senior","Backend Developer, Full Stack Developer","Agile Software Development, Software Development / Engineering",201–500 people,Public,€48k - 70k (Euros),On-siteandlimitedremote,"Hannover,Deutschland",[]
Full-time,Senior,Mobile Developer,Financial Services,10k+ people,Public,$10k - 15k (US Dollars),None,"KecamatanPasarMinggu,Indonesia","['swift', 'ios', 'dependency-injection', 'macos']"
Full-time,Manager,Product Manager,Healthcare,1k–5k people,Private,None,None,"Mortsel,Belgium","['dicom', 'hl7', 'hl7-fhir']"
Full-time,"Mid-Level, Senior","Backend Developer, DevOps","Cloud Computing, eLearning, SaaS",51–200 people,VC Funded,None,On-siteandlimitedremote,"Milan,Italy",[]
Full-time,Senior,Full Stack Developer,"Business to Business, Cloud-Based Solutions, Human Resources",11–50 people,VC Funded,€60k - 75k (Euros),None,"Berlin,Deutschland","['web-applications', 'reactjs', 'java', 'continuous-integration', 'continuous-deployment']"
Full-time,Mid-Level,Frontend Developer,Food & Beverage,10k+ people,Public,None,None,"MiltonKeynes,UK","['javascript', 'user-interface', 'reactjs']"
Full-time,"Junior, Mid-Level","Backend Developer, Database Administrator",Education Technology,201–500 people,VC Funded,None,On-siteandlimitedremote,"Phoenix,AZ",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Chennai,India","['c', 'ios', 'cocoa']"
Full-time,Mid-Level,Backend Developer,"eCommerce, Financial Services, SaaS",51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['qa', 'continuous-integration', 'automation']"
Full-time,None,Database Administrator,None,None,None,None,None,"神戸市,Japan","['vb.net', 'oracle', 'java']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"B2B, HR Services, SaaS",201–500 people,Private,None,Remote,Noofficelocation,"['javascript', 'ember.js', 'css', 'user-interface', 'html']"
Full-time,Mid-Level,Backend Developer,"IT Recruitment, Recruiting, SaaS",1k–5k people,Private,None,None,"Holmdel,NJ","['java', 'rest', 'mule', 'amazon-web-services', 'azure']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['devops', 'continuous-integration']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['ios', 'objective-c', 'cocoa-touch']"
Full-time,None,Backend Developer,None,None,None,None,None,"Bengaluru,India","['rest', 'asp.net', 'api']"
Full-time,None,Database Administrator,None,None,None,None,None,"Komono,Japan","['php', 'mysql', 'oracle']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Data & Analytics, Financial Technology, Logistics and Supply Chain",11–50 people,VC Funded,None,Remote,Noofficelocation,"['java', 'spring-boot', 'hibernate', 'postgresql', 'apache-kafka']"
Full-time,"Mid-Level, Senior","Frontend Developer, Full Stack Developer","Agile Software Development, Software Development / Engineering",201–500 people,Public,€55k - 70k (Euros),On-siteandlimitedremote,"Hannover,Deutschland",[]
Full-time,None,"Frontend Developer, System Administrator",None,None,None,None,None,"Hyderabad,India","['apache', 'spring', 'java']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,Aerospace,10k+ people,Private,None,None,"Toulouse,France","['reactjs', 'node.js', 'jvm', 'c++', 'go']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Hyderabad,India","['android', 'sdk', 'objective-c']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Agile Software Development, Software Consulting, Software Development",11–50 people,Private,None,None,Singapore,"['mysql', 'php', 'laravel', 'html', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['android', 'mysql', 'design']"
Full-time,"Mid-Level, Senior",System Administrator,"3D Printing, Manufacturing, Web Technology",11–50 people,VC Funded,None,None,"Berlin,Germany","['linux', 'docker', 'bash', 'networking', 'sysadmin']"
Full-time,Junior,Full Stack Developer,"Digital Advertising, Sports, Sports Data",11–50 people,VC Funded,$40k - 60k (US Dollars),Remote,Noofficelocation,"['php', 'mysql', 'javascript', 'angularjs', 'ansible']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,"Agile Software Development, Software Development, Web Development",11–50 people,Public,None,None,"Köln,Deutschland","['javascript', 'python', 'django', 'reactjs', 'sql']"
Full-time,Senior,System Administrator,None,None,None,None,None,"München,Deutschland","['telecommunication', 'networking']"
Full-time,Senior,DevOps,None,None,None,None,None,"Aurora,CO","['reactjs', 'security', 'puppet', 'chef']"
Full-time,None,Database Administrator,None,None,None,None,None,"Naha,Japan","['c#', 'oracle', 'mysql']"
Full-time,"Junior, Mid-Level, Senior","Frontend Developer, Full Stack Developer","Artificial Intelligence, Databases, Knowledge Graph",11–50 people,VC Funded,£40k - 70k (British Pounds),None,"London,UK","['vue.js', 'pixi.js', 'electron', 'websocket', 'java']"
Full-time,None,Product Manager,None,None,None,None,None,"Ahmedabad,India","['laravel', 'php', 'project-management']"
Full-time,"Junior, Mid-Level","DevOps, System Administrator","Internet Infrastructure, Network Engineering, Software Development / Engineering",11–50 people,Private,CHF 85k - 115k (Swiss Francs),On-siteandlimitedremote,"Zürich,Switzerland",[]
Full-time,None,"Full Stack Developer, System Administrator",None,None,None,None,None,"Pune,India","['networking', 'php', 'json']"
Full-time,Mid-Level,"Backend Developer, Frontend Developer","CMS, PIM, Web Technology",51–200 people,Private,None,None,"Köln,Deutschland","['velocity', 'gradle', 'spring', 'rest', 'angular']"
Full-time,Senior,Embedded Developer,"Cybersecurity, Software Development, Software Development / Engineering",1k–5k people,Private,None,None,"Moskva,Russia","['c++', 'c', 'qt', 'iot', 'cmake']"
Full-time,Mid-Level,Full Stack Developer,"Architecture, Developer APIs, Healthcare",51–200 people,Private,€39k - 58k (Euros),None,"Amsterdam,Netherlands","['c#', 'java', 'hl7', 'fhir', 'asp.net']"
Full-time,"Mid-Level, Senior",Embedded Developer,Financial Services,201–500 people,Private,None,None,"Chicago,IL","['linux', 'c++', 'c', 'unix']"
Full-time,Senior,System Administrator,Energy & Utilities,5k–10k people,Private,$90k - 130k (US Dollars),None,"Camden,NJ","['amazon-web-services', 'security', 'linux', 'splunk', 'jmeter']"
Full-time,None,Designer,None,None,None,None,None,"Pune,India","['php', 'user-experience', 'user-interface']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['azure', 'automation', 'cloud']"
Full-time,None,DevOps,None,None,None,None,None,"Indore,India","['mysql', 'linux']"
Full-time,"Mid-Level, Senior",Mobile Developer,Financial Services,10k+ people,Public,None,None,"KecamatanPasarMinggu,Indonesia","['android', 'android-jetpack', 'kotlin', 'java', 'dagger-2']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShibuyaCity,Japan","['c++', 'android']"
Full-time,"Junior, Mid-Level",Frontend Developer,"Education, Education Technology",51–200 people,Private,€26k - 34k (Euros),None,"Budapest,Hungary","['javascript', 'angularjs', 'angular']"
Full-time,None,Backend Developer,Cybersecurity,1k–5k people,Public,None,None,"Reading,UK","['javascript', 'user-interface', 'api']"
Full-time,None,Product Manager,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"NewYork,NY",[]
Full-time,"Junior, Mid-Level","DevOps, System Administrator","Gambling, Gaming, Sports",201–500 people,Private,€32k - 42k (Euros),None,"Linz,Österreich","['c#', 'oop', 'deployment', 'infrastructure', 'continuous-integration']"
Full-time,None,"Designer, Mobile Developer",None,None,None,None,None,"Ahmedabad,India","['swift', 'ios', 'android']"
Contract,Lead,System Administrator,"Information Technology, Life Sciences, Pharmaceuticals",11–50 people,Private,$300k - 320k (US Dollars),None,"VernonHills,IL","['security', 'unix']"
Full-time,None,Database Administrator,None,None,None,None,None,"文京区,Japan","['oracle', 'bash', 'linux']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"HR Services, SaaS, Software Development / Engineering",51–200 people,VC Funded,zł156k - 204k (Polish Zlotys),None,"Warsaw,Poland","['python', 'django', 'es2018', 'react', 'styled-components']"
Full-time,"Mid-Level, Senior, Lead","Backend Developer, DevOps","CMS, Information Technology",201–500 people,VC Funded,None,None,"Berlin,Deutschland","['node.js', 'graphql', 'amazon-web-services', 'docker', 'kubernetes']"
Full-time,Mid-Level,Product Manager,None,None,None,€0 - 0 (Euros),None,"DenHaag,Netherlands","['oauth', 'openid', 'database-management', 'process-management']"
Full-time,Lead,Designer,"Ad Tech, Marketplace, Platforms",1k–5k people,Public,None,None,"Barcelona,Spain","['java', 'python', 'user-experience']"
Full-time,None,Backend Developer,None,None,None,None,None,"Fukuoka,Japan","['python', 'angularjs', 'rest']"
Full-time,None,Mobile Developer,None,None,None,None,None,"SetagayaCity,Japan","['swift', 'objective-c', 'ios']"
Full-time,Senior,Mobile Developer,"Big Data, Data Science, Software Development / Engineering",51–200 people,VC Funded,None,None,"SanFrancisco,CA","['swift', 'ios', 'mobile']"
Full-time,None,Product Manager,Consumer Electronics,10k+ people,Public,None,None,"Cupertino,CA",['cloud']
Full-time,"Junior, Mid-Level, Senior",DevOps,"Enterprise Search, Information Insight, Knowledge Management",11–50 people,Private,€42k - 55k (Euros),None,"Linz,Österreich","['linux', 'chef', 'docker']"
Full-time,None,Database Administrator,None,None,None,None,None,"福岡市,Japan","['c#', '.net', 'oracle']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShinjukuCity,Japan","['ruby-on-rails', 'ruby', 'objective-c']"
Full-time,Senior,Full Stack Developer,"Automotive, Big Data, Data & Analytics",51–200 people,Private,€70k - 85k (Euros),None,"München,Germany","['java', 'python', 'mongodb', 'amazon-web-services', 'spring']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Hardware Development, Software Development, Software Development / Engineering",51–200 people,Private,€47k - 60k (Euros),None,"Eindhoven,Netherlands","['java', 'agile', 'angular', 'node.js']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Takamatsu,Japan","['java', 'android']"
Full-time,"Mid-Level, Senior, Lead",System Administrator,"E-Commerce, Mobile Application, Mobile Payments",10k+ people,Public,¥6000k - 12000k,None,"Tokyo,Japan","['cloud', 'automation', 'docker', 'sre', 'linux']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Surat,India","['laravel', 'php', 'jquery']"
Full-time,"Mid-Level, Senior",Mobile Developer,None,None,None,None,None,"Zürich,Switzerland","['ios', 'swift', 'objective-c', 'cocoa', 'core-data']"
Full-time,Lead,Data Scientist,"Automotive, Carsharing, Mobile Application",501–1k people,VC Funded,None,None,"Berlin,Deutschland","['java', 'algorithm']"
Full-time,"Mid-Level, Senior","DevOps, System Administrator","Cybersecurity, Defence & Security, Simulation Software",11–50 people,Private,None,On-siteandlimitedremote,"Raleigh,NC",[]
Full-time,"Mid-Level, Senior","Backend Developer, Data Scientist","E-Commerce, Mobile Application, Mobile Payments",10k+ people,Public,None,None,"SetagayaCity,Japan","['java', 'rest', 'agile', 'python', 'linux']"
Full-time,None,Product Manager,None,None,None,None,None,"ChiyodaCity,Japan","['c#', '.net', 'asp.net']"
Full-time,"Junior, Mid-Level",Full Stack Developer,"Finance, Financial Technology",1k–5k people,Private,$60k - 100k (US Dollars),Remote,Noofficelocation,[]
Full-time,"Mid-Level, Senior",QA/Test Developer,"Digital Health, Healthcare, Non-Profit",201–500 people,Private,$65k - 90k (US Dollars),None,"Richmond,VA","['automation', 'testing', 'sql', 'uat', 'api']"
Full-time,Mid-Level,Full Stack Developer,"Real Estate, Web Technology",51–200 people,VC Funded,None,On-siteandlimitedremote,"Potomac,MD",[]
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Business Process Optmization, Business to Business, Cloud-Based Solutions",51–200 people,Public,None,None,"Paderborn,Germany","['vue.js', 'angularjs', 'reactjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['java', 'web-services', 'sql']"
Full-time,"Junior, Mid-Level, Senior","DevOps, QA/Test Developer","Federal Agencies, Machine Learning, Software Development / Engineering",11–50 people,Private,$80k - 130k (US Dollars),On-siteandlimitedremote,"ColoradoSprings,CO",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['swift', 'c#', 'javascript']"
Full-time,Senior,Product Manager,Retail,10k+ people,Public,None,None,"Austin,TX",['agile-project-management']
Full-time,"Mid-Level, Senior",Data Scientist,"Enterprise Software, Logistics & Distribution, Shipping",11–50 people,Private,$155k - 175k (US Dollars),None,"CulverCity,CA","['python', 'flask', 'pandas', 'snowflake', 'sql']"
Full-time,Mid-Level,QA/Test Developer,"E-Commerce, Healthcare",201–500 people,Private,None,None,"Mannheim,Deutschland","['testing', 'selenium', 'java', 'c#']"
Full-time,Mid-Level,Backend Developer,"Data & Analytics, Economic Development, Management Consultancy",51–200 people,Private,None,On-siteandlimitedremote,"Arlington,VA",[]
Full-time,None,Data Scientist,None,None,None,None,None,"Bengaluru,India","['machine-learning', 'javascript', 'mongodb']"
Full-time,None,System Administrator,None,None,None,None,None,"Pune,India","['java', 'networking', 'spring']"
Full-time,"Mid-Level, Senior",Backend Developer,"Cybersecurity, Software Development, Software Development / Engineering",51–200 people,VC Funded,None,None,"SanFrancisco,CA","['spring', 'hadoop', 'java', 'mapreduce']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Pune,India","['reactjs', 'jquery', 'javascript']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['qa', 'testing', 'java']"
Full-time,None,DevOps,None,None,None,None,None,"Hyderabad,India","['devops', 'linux']"
Full-time,None,Mobile Developer,None,None,None,None,None,"札幌市,Japan","['ruby', 'java', 'ruby-on-rails']"
Full-time,"Mid-Level, Senior, Lead",Mobile Developer,"eCommerce, Marketplace, Web Development",1k–5k people,Public,None,None,"Tokyo,Japan","['ios', 'swift', 'objective-c', 'cocoa']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShinagawaCity,Japan","['java', 'ios']"
Full-time,Senior,Backend Developer,"Mobile Game, Web Development",11–50 people,Public,None,None,"Wien,Austria","['ruby-on-rails', 'ruby', 'postgresql']"
Full-time,"Mid-Level, Senior",Backend Developer,"Education Technology, Financial Technology",11–50 people,Private,None,None,"SanGwann,Malta","['node.js', 'testing', 'web-services', 'nestjs', 'angular']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'ios', 'javascript']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Mumbai,India","['javascript', 'angularjs', 'php']"
Full-time,Mid-Level,QA/Test Developer,"Gambling, Gaming, Information Technology",10k+ people,Private,£45k - 55k (British Pounds),On-siteandlimitedremote,"Leeds,UK",[]
Full-time,None,"Backend Developer, Graphics/Game Developer","Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,Singapore,['api']
Full-time,None,Mobile Developer,Financial Services,10k+ people,Public,None,None,"Chicago,IL","['android', 'mobile', 'ruby-on-rails']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Information Technology, Software Development, Web Development",201–500 people,Private,None,On-siteandlimitedremote,"Vilvoorde,Belgium",[]
Full-time,None,DevOps,None,None,None,None,None,"Coimbatore,India","['ubuntu', 'linux']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Coimbatore,India","['reactjs', 'android', 'php']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Mumbai,India","['angularjs', 'ruby-on-rails', 'design']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Indore,India","['php', 'android']"
Full-time,Senior,Full Stack Developer,"Information Technology, Software Development, Software Development / Engineering",11–50 people,Private,None,None,"Ditzingen,Deutschland","['java', 'java-ee', 'jsf', 'css', 'html']"
Full-time,Senior,Product Manager,"Broadcast, Digital Media, Post-production",51–200 people,Private,None,None,"Watertown,MA","['user-interface', 'user-experience', 'linux', 'ubuntu', 'amazon-ec2']"
Full-time,"Mid-Level, Manager","Mobile Developer, System Administrator","AI Research, Consumer Electronics, Telecommunications",10k+ people,Private,None,None,"Staines-upon-Thames,UK","['mobile', 'android', 'enterprise', 'citrix', 'vmware']"
Full-time,"Mid-Level, Senior, Lead","Full Stack Developer, System Administrator","Academic Research, Defence & Security, Electronics",501–1k people,Private,None,None,"Malibu,CA","['python', 'javascript', 'sql-server', 'apache', 'php']"
Full-time,Senior,Backend Developer,"Customer Data Platform, Legal Technology, Software Development / Engineering",201–500 people,VC Funded,None,None,"Washington,DC","['python', 'c#', 'java', 'rest', 'amazon-web-services']"
Full-time,Junior,Backend Developer,Software Development / Engineering,501–1k people,Private,None,None,"Leinfelden-Echterdingen,Deutschland","['java', 'spring', 'backend']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Entertainment, Information Technology, Music",201–500 people,Private,None,None,"Montreal,QC,Canada","['android', 'java', 'mobile', 'sdk', 'mvp']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Business Process Optmization, Business to Business, Cloud-Based Solutions",51–200 people,Public,None,None,"Paderborn,Germany","['solr', 'java', 'nosql', 'elasticsearch']"
Full-time,Senior,Data Scientist,"Health Care, Information Technology, Software Development / Engineering",201–500 people,Private,$125k - 150k (US Dollars),None,"Baltimore,MD","['apache-spark', 'apache', 'hadoop', 'r', 'sql']"
Full-time,"Mid-Level, Senior",Mobile Developer,"AI Research, Consumer Electronics, Telecommunications",10k+ people,Private,None,None,"Staines-upon-Thames,UK","['c++', 'android', 'python']"
Full-time,None,System Administrator,None,None,None,None,None,"MinatoCity,Japan","['php', 'mysql', 'apache']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,Software Development,51–200 people,Private,None,None,"SantaAna,CA","['reactjs', 'javascript', 'c#']"
Contract,Mid-Level,"Designer, System Administrator","Information Technology, Software Development, Technology Staffing",201–500 people,Private,None,None,"Charlotte,NC","['iso', 'wc', 'edi', 'adobe', 'pdf', 'sysadmin']"
Full-time,None,Product Manager,None,None,None,None,None,"Toppenish,WA","['web-services', 'project-management']"
Full-time,None,Designer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['user-experience', 'design', 'user-interface']"
Full-time,Senior,QA/Test Developer,"Electronics, Industrial Automation, Software Development / Engineering",10k+ people,Public,None,None,"Bengaluru,India","['agile', 'cloud', 'qa']"
Full-time,"Mid-Level, Senior, Lead","Frontend Developer, Full Stack Developer",None,None,None,€45k - 65k (Euros),None,"Paris,France","['java', 'angular', 'reactjs', 'vue.js', 'spring']"
Full-time,None,Designer,None,None,None,None,None,"Coimbatore,India","['wordpress', 'javascript', 'php']"
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Advertising Technology, Commercial Real Estate, eCommerce",1k–5k people,Private,None,None,Singapore,"['reactjs', 'redux', 'javascript', 'typescript', 'html']"
Full-time,None,"Backend Developer, Frontend Developer",None,None,None,None,None,"Bengaluru,India","['javascript', 'rest', 'html']"
Full-time,Senior,DevOps,Software Development,11–50 people,Private,None,Remote,Noofficelocation,[]
Full-time,Mid-Level,System Administrator,"Entertainment, Music",51–200 people,Private,None,None,"Denver,CO","['linux', 'amazon-web-services', 'kubernetes', 'google-cloud-platform']"
Full-time,"Mid-Level, Senior, Lead",DevOps,Software Development,51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['vb.net', 'testing', 'automated-tests']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Ahmedabad,India","['reactjs', 'android', 'javascript']"
Full-time,Mid-Level,Product Manager,"Bioinformatics, Biotechnology, Computer Software",501–1k people,Public,None,None,"Hinxton,UK","['web-services', 'project-management']"
Full-time,"Mid-Level, Senior",Mobile Developer,None,None,None,£70k - 75k (British Pounds),On-siteandlimitedremote,"MiltonKeynes,UK",[]
Full-time,None,Designer,None,None,None,None,None,"Bengaluru,India","['php', 'javascript', 'mysql']"
Full-time,Mid-Level,Backend Developer,"Financial Technology, Machine Learning, Software Development / Engineering",11–50 people,Private,None,None,"TelAviv-Yafo,Israel","['java', 'spring', 'python', 'scala', 'redis']"
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['azure', 'r', 'c#']"
Full-time,"Mid-Level, Senior",Full Stack Developer,Insurance,11–50 people,Private,None,None,"Schoten,Belgium","['java', 'angularjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChuoCity,Japan","['android', 'php', 'ios']"
Full-time,"Junior, Mid-Level",System Administrator,IT Security,201–500 people,Private,None,On-siteandlimitedremote,"KirchheimbeiMünchen,Germany",[]
Full-time,None,Database Administrator,None,None,None,None,None,"Yokohama,Japan","['java', 'vb.net', 'oracle']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Pune,India","['selenium', 'qa', 'cucumber']"
Full-time,None,Product Manager,Consumer Electronics,10k+ people,Public,None,None,"London,UK",['design']
Full-time,Mid-Level,"DevOps, Frontend Developer, Full Stack Developer","Automotive, Software Development / Engineering, Technology Consulting",201–500 people,Private,€60k - 100k (Euros),On-siteandlimitedremote,"München,Germany",[]
Full-time,"Mid-Level, Senior","DevOps, System Administrator","Agile Software Development, Healthcare, Information Technology",501–1k people,Private,None,None,"Minneapolis,MN","['python', 'linux', 'terraform', 'chef', 'apache-kafka', 'sysadmin']"
Full-time,None,QA/Test Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['linux', 'testing', 'python']"
Full-time,None,"Mobile Developer, System Administrator",None,None,None,None,None,"MinatoCity,Japan","['ios', 'objective-c', 'ruby-on-rails']"
Full-time,None,"Database Administrator, System Administrator",None,None,None,None,None,"Lenzburg,Switzerland","['oracle', 'sysadmin', 'linux']"
Full-time,"Mid-Level, Senior",QA/Test Developer,"Agile Software Development, Mobile Development, Software Consulting",51–200 people,Private,None,Remote,Noofficelocation,[]
Full-time,Junior,Full Stack Developer,"Agile Software Development, eCommerce, Mobile Development",1k–5k people,Public,None,None,"Munich,Germany","['scala', 'java', 'amazon-web-services', 'jvm', 'typescript']"
Full-time,Senior,Frontend Developer,"HR Services, SaaS, Software Development / Engineering",51–200 people,VC Funded,zł204k - 204k (Polish Zlotys),None,"Warsaw,Poland","['reactjs', 'javascript']"
Full-time,"Junior, Mid-Level, Senior",DevOps,"Automotive, Biotechnology, Life Sciences",1k–5k people,Private,None,None,"Hildesheim,Germany","['c', 'c++', 'jenkins', 'python', 'linux']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['java', 'ios']"
Full-time,None,System Administrator,None,None,None,None,None,"MinatoCity,Japan","['amazon-web-services', 'jira', 'php']"
Full-time,"Mid-Level, Senior",Embedded Developer,"Agile Software Development, Autonomous Driving, Data & Analytics",10k+ people,Private,None,None,"München,Deutschland","['embedded', 'c', 'ethernet', 'c++11', 'autosar']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Thane,India","['reactjs', 'android', 'mobile']"
Full-time,"Junior, Mid-Level","Backend Developer, Full Stack Developer","Agile Software Development, Desktop Applications, eLearning",201–500 people,Private,None,None,"Saarbrücken,Germany","['java', 'project-management', 'sql', 'angular']"
Full-time,"Senior, Lead",Frontend Developer,"eCommerce, Marketplace, Web Development",1k–5k people,Public,None,None,"Tokyo,Japan","['typescript', 'reactjs', 'redux']"
Full-time,None,DevOps,None,None,None,None,None,"Mumbai,India","['java', 'shell', 'linux']"
Full-time,None,Desktop Developer,"Collaboration Tools, IT Consulting",11–50 people,Private,None,None,"Eschborn,Deutschland","['c++', 'exchangewebservices', 'java', 'powershell', 'lotus-notes']"
Full-time,"Junior, Mid-Level, Senior","Full Stack Developer, QA/Test Developer","Computer Software, Databases, Information Technology",201–500 people,Private,None,On-siteandlimitedremote,"Malmö,Sweden",[]
Full-time,"Mid-Level, Senior",DevOps,Media,1k–5k people,Private,None,None,"Elsbethen,Österreich","['cloud', 'google-cloud-platform', 'kubernetes', 'unix', 'amazon-web-services']"
Full-time,Mid-Level,"Frontend Developer, Mobile Developer","Financial Services, Financial Technology, Internet of Things",201–500 people,Private,None,None,"TelAviv-Yafo,Israel","['javascript', 'mobile', 'html', 'ios', 'es6-promise']"
Full-time,Mid-Level,Database Administrator,None,None,None,None,None,"Hamburg,Deutschland","['azure', 'cloud', 'oracle']"
Full-time,"Junior, Mid-Level, Senior",Product Manager,"Information Technology, Software Development",5k–10k people,Private,None,None,"TheHague,Netherlands","['c#', 'azure', '.net', 'tdd', '.net-core']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['ios', 'cocoa', 'swift']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Noida,India","['php', 'laravel', 'jquery']"
Full-time,"Mid-Level, Senior",Backend Developer,"Cloud Computing, Information Technology, Software Development",1k–5k people,Private,None,None,"BrusselsHoofdstedelijkGewest,Belgium","['java', 'soap', 'jakarta-ee', 'spring', 'rest']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Indore,India","['php', 'mysql', 'angularjs']"
Full-time,"Mid-Level, Senior","Full Stack Developer, Mobile Developer","IT Security, Mobile Development, Software Development / Engineering",11–50 people,Private,None,None,"Winterthur,Schweiz","['reactjs', 'javascript', 'php', 'android', 'ios']"
Full-time,Mid-Level,"DevOps, System Administrator",Computer Software,51–200 people,Private,None,None,"Columbus,OH","['ansible', 'f5', 'google-cloud-platform', 'amazon-web-services', 'sysadmin']"
Full-time,"Mid-Level, Senior","Backend Developer, Full Stack Developer",None,None,None,$85k - 130k (US Dollars),None,"Pittsburgh,PA","['c#', 'rest', '.net', 'reactjs', 'api']"
Full-time,Mid-Level,Backend Developer,"CMS, PIM, Web Technology",51–200 people,Private,None,None,"Köln,Deutschland","['java', 'velocity', 'gradle', 'spring', 'rest']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Hyderabad,India","['reactjs', 'amazon-web-services', 'node.js']"
Full-time,Senior,QA/Test Developer,"Banking, Manufacturing, Retail",51–200 people,None,None,On-siteandlimitedremote,"Denver,CO",[]
Full-time,None,Backend Developer,None,None,None,None,None,"Pune,India","['reactjs', 'javascript', 'api']"
Full-time,"Mid-Level, Senior",DevOps,"Broadcast, Digital Media, Media",501–1k people,Public,None,None,"Hilversum,Netherlands","['python', 'java', 'docker']"
Full-time,"Mid-Level, Senior",Backend Developer,"Cloud-Based Solutions, HR Services, Software Development",201–500 people,VC Funded,None,None,"München,Germany","['java', 'kotlin', 'microservices', 'docker', 'terraform']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Desktop Applications, Mobile Application, Sports",51–200 people,VC Funded,None,None,"Berlin,Germany",['kotlin']
